Time[s],XJ3_ACAN_CMX_V0.96::BCS_2_A::BCS_VehSpd[km/h],XJ3_ACAN_CMX_V0.96::EPS_1::EPS_StrngWhlTorq[Nm]
313.884022,,-0.1
313.886754,55.96875,
313.896892,55.96875,
313.904017,,-0.1
313.906753,55.96875,
313.916895,55.96875,
313.92401,,-0.1
313.926742,55.96875,
313.936892,55.96875,
313.944008,,-0.1
313.946731,55.96875,
313.956905,55.96875,
313.964001,,-0.1
313.96676,55.96875,
313.976883,55.96875,
313.984028,,0
313.986734,55.9125,
313.996934,55.85625,
314.003997,,-0.1
314.006744,55.85625,
314.016883,55.85625,
314.02399,,-0.1
314.026738,55.85625,
314.036925,55.85625,
314.043986,,-0.1
314.046755,55.85625,
314.056901,55.85625,
314.063982,,-0.1
314.06675,55.85625,
314.0769,55.85625,
314.08398,,-0.1
314.086742,55.85625,
314.096888,55.85625,
314.103979,,-0.1
314.106741,55.85625,
314.116909,55.85625,
314.123973,,0
314.126757,55.85625,
314.136929,55.85625,
314.143974,,-0.1
314.146767,55.85625,
314.156915,55.85625,
314.163998,,-0.1
314.16674,55.85625,
314.176911,55.9125,
314.183962,,-0.1
314.186745,55.9125,
314.196903,55.96875,
314.203965,,-0.1
314.206751,55.96875,
314.216892,55.96875,
314.223959,,-0.1
314.226733,55.96875,
314.236902,55.96875,
314.243948,,-0.1
314.246747,55.96875,
314.256887,55.96875,
314.263947,,-0.1
314.266751,55.96875,
314.276901,55.96875,
314.283941,,-0.1
314.286758,55.96875,
314.296902,55.96875,
314.303939,,-0.1
314.306743,55.96875,
314.316898,55.96875,
314.323934,,-0.1
314.326745,55.96875,
314.336974,55.96875,
314.343965,,-0.1
314.346778,55.96875,
314.35691,55.96875,
314.363924,,0
314.366742,55.96875,
314.376885,55.96875,
314.38392,,-0.1
314.386752,55.96875,
314.39691,55.96875,
314.403917,,-0.1
314.406735,55.96875,
314.416916,55.96875,
314.423916,,-0.1
314.426761,55.9125,
314.436903,55.9125,
314.443909,,-0.1
314.446747,55.9125,
314.456916,55.9125,
314.463907,,-0.1
314.466754,55.9125,
314.476894,55.9125,
314.483908,,-0.1
314.486773,55.9125,
314.496917,55.9125,
314.5039,,-0.1
314.506766,55.9125,
314.516907,55.9125,
314.523928,,-0.1
314.526742,55.9125,
314.5369,55.96875,
314.543897,,-0.1
314.546754,55.96875,
314.556921,55.96875,
314.563889,,-0.1
314.566777,55.96875,
314.576923,55.96875,
314.583884,,-0.1
314.586734,55.96875,
314.596931,55.96875,
314.603877,,-0.1
314.606773,55.96875,
314.616932,55.96875,
314.623875,,0
314.626813,55.96875,
314.63697,55.96875,
314.643878,,-0.1
314.646801,55.96875,
314.656932,55.96875,
314.663866,,-0.1
314.666785,55.96875,
314.676935,55.9125,
314.68386,,0
314.686779,55.9125,
314.696949,55.9125,
314.703887,,0
314.706779,55.9125,
314.716928,55.9125,
314.723854,,-0.1
314.726751,55.85625,
314.736912,55.85625,
314.743859,,0
314.746784,55.85625,
314.756932,55.85625,
314.763849,,0
314.76677,55.85625,
314.776917,55.85625,
314.783845,,-0.1
314.78675,55.85625,
314.796903,55.85625,
314.803842,,0
314.806758,55.85625,
314.816891,55.85625,
314.823838,,-0.1
314.826754,55.85625,
314.836952,55.85625,
314.843843,,-0.1
314.846785,55.85625,
314.856924,55.85625,
314.86383,,0
314.866786,55.85625,
314.876942,55.85625,
314.883853,,-0.1
314.886795,55.85625,
314.896954,55.85625,
314.903822,,0
314.906799,55.85625,
314.916922,55.85625,
314.923816,,0
314.926772,55.85625,
314.936954,55.85625,
314.943821,,0
314.946795,55.85625,
314.956932,55.85625,
314.963811,,-0.1
314.966776,55.85625,
314.976928,55.9125,
314.983804,,0
314.986778,55.9125,
314.996935,55.9125,
315.003801,,0
315.006777,55.9125,
315.01696,55.9125,
315.023794,,-0.1
315.026781,55.9125,
315.036952,55.9125,
315.043798,,-0.1
315.046803,55.9125,
315.056929,55.9125,
315.063819,,0
315.066779,55.96875,
315.076946,55.96875,
315.083787,,0
315.086789,55.96875,
315.096935,55.96875,
315.103784,,-0.1
315.106782,55.96875,
315.116935,55.9125,
315.123783,,-0.1
315.126775,55.9125,
315.136942,55.9125,
315.143781,,0
315.146788,55.9125,
315.156946,55.96875,
315.163773,,0
315.166776,55.96875,
315.176935,55.9125,
315.183767,,0
315.186779,55.85625,
315.196927,55.85625,
315.203762,,-0.1
315.206748,55.85625,
315.216927,55.85625,
315.223759,,-0.1
315.226801,55.9125,
315.236955,55.9125,
315.243788,,-0.1
315.24679,55.9125,
315.25695,55.85625,
315.26375,,-0.2
315.266772,55.85625,
315.276929,55.85625,
315.283742,,-0.6
315.286776,55.85625,
315.296966,55.85625,
315.303741,,-1.4
315.306799,55.85625,
315.316956,55.85625,
315.323738,,-1.3
315.3268,55.85625,
315.336966,55.85625,
315.343729,,-1.1
315.346789,55.85625,
315.356923,55.9125,
315.363726,,-1.3
315.366785,55.9125,
315.376934,55.9125,
315.383725,,-1.9
315.386779,55.9125,
315.396965,55.96875,
315.403722,,-1.9
315.406808,55.85625,
315.416933,55.85625,
315.423747,,-1.7
315.426769,55.85625,
315.436959,55.85625,
315.443717,,-1.8
315.446807,55.9125,
315.456949,55.96875,
315.463711,,-1.9
315.466797,55.96875,
315.476937,55.96875,
315.483709,,-2
315.486812,55.96875,
315.496944,55.96875,
315.503705,,-2
315.506795,55.96875,
315.516952,55.96875,
315.523698,,-2
315.52681,55.96875,
315.536975,55.96875,
315.543692,,-2
315.546805,55.96875,
315.556957,55.96875,
315.563688,,-2
315.566792,55.96875,
315.576938,55.96875,
315.583684,,-1.9
315.586784,56.025,
315.596968,56.08125,
315.603712,,-1.9
315.606812,56.08125,
315.616925,56.08125,
315.62368,,-1.9
315.626791,56.08125,
315.636961,56.08125,
315.643673,,-2
315.646808,56.1375,
315.656928,56.19375,
315.663669,,-2
315.666789,56.19375,
315.676935,56.19375,
315.683665,,-1.9
315.686801,56.25,
315.696927,56.25,
315.703666,,-2
315.706762,56.25,
315.716938,56.30625,
315.723663,,-2
315.726761,56.30625,
315.736931,56.3625,
315.743659,,-2
315.746771,56.3625,
315.756925,56.3625,
315.763657,,-2
315.766781,56.3625,
315.776939,56.41875,
315.783677,,-2
315.78679,56.41875,
315.796936,56.53125,
315.803647,,-2.1
315.806755,56.53125,
315.816927,56.53125,
315.823643,,-2.1
315.826773,56.5875,
315.836943,56.5875,
315.843633,,-2.1
315.84678,56.5875,
315.856935,56.5875,
315.863634,,-2.1
315.866768,56.7,
315.876926,56.7,
315.883627,,-2
315.886781,56.75625,
315.89692,56.75625,
315.903623,,-2
315.906775,56.75625,
315.916947,56.75625,
315.923617,,-2.1
315.926791,56.8125,
315.936955,56.86875,
315.943828,,-2.2
315.946781,56.98125,
315.956945,56.98125,
315.96364,,-2.2
315.966779,56.98125,
315.976921,57.09375,
315.983608,,-2.2
315.986768,57.09375,
315.996957,57.09375,
316.003606,,-2.2
316.006776,57.09375,
316.016925,57.15,
316.023603,,-2.2
316.026773,57.20625,
316.036959,57.2625,
316.043599,,-2.2
316.046791,57.2625,
316.056922,57.2625,
316.063593,,-2.2
316.066796,57.2625,
316.076936,57.31875,
316.083594,,-2.2
316.086777,57.43125,
316.096949,57.4875,
316.103592,,-2.2
316.106786,57.54375,
316.116938,57.54375,
316.123587,,-2.1
316.126786,57.6,
316.136959,57.6,
316.143613,,-2.1
316.146778,57.65625,
316.15693,57.76875,
316.163573,,-2.1
316.166784,57.76875,
316.176919,57.825,
316.183575,,-2
316.186784,57.88125,
316.196941,57.88125,
316.203565,,-2
316.206794,57.88125,
316.216943,57.9375,
316.223564,,-2
316.226793,57.99375,
316.236953,58.05,
316.243556,,-2
316.246785,58.10625,
316.25694,58.10625,
316.263554,,-2
316.266788,58.21875,
316.276954,58.21875,
316.283552,,-2.1
316.286786,58.21875,
316.296935,58.275,
316.303547,,-2.1
316.306787,58.33125,
316.316937,58.3875,
316.323572,,-2.1
316.326787,58.3875,
316.336946,58.3875,
316.343709,,-2.1
316.346807,58.3875,
316.356938,58.44375,
316.363535,,-2
316.366803,58.44375,
316.376954,58.55625,
316.383538,,-2
316.386776,58.55625,
316.396948,58.6125,
316.403535,,-2
316.406785,58.66875,
316.416953,58.725,
316.423528,,-2
316.426796,58.725,
316.436945,58.78125,
316.443523,,-2
316.446788,58.8375,
316.456935,58.8375,
316.463518,,-1.9
316.466783,58.95,
316.476941,58.95,
316.48351,,-1.9
316.486812,58.95,
316.496958,59.00625,
316.503541,,-1.9
316.506802,59.00625,
316.516966,59.11875,
316.523503,,-1.9
316.526787,59.11875,
316.536945,59.11875,
316.543728,,-1.9
316.546823,59.175,
316.556938,59.23125,
316.563494,,-1.9
316.566792,59.23125,
316.576931,59.34375,
316.583495,,-1.9
316.586794,59.4,
316.59694,59.4,
316.60349,,-1.9
316.606782,59.45625,
316.616933,59.45625,
316.623483,,-1.8
316.626781,59.45625,
316.636964,59.5125,
316.643481,,-1.8
316.646802,59.56875,
316.656955,59.625,
316.663483,,-1.7
316.666791,59.7375,
316.676933,59.7375,
316.683507,,-1.7
316.686801,59.7375,
316.696954,59.7375,
316.703479,,-1.8
316.706794,59.7375,
316.716942,59.90625,
316.723474,,-1.8
316.726805,59.9625,
316.736947,59.9625,
316.743487,,-1.8
316.746791,59.9625,
316.756934,59.9625,
316.763479,,-1.8
316.766807,59.9625,
316.776942,60.075,
316.783472,,-1.7
316.786799,60.13125,
316.796977,60.1875,
316.803457,,-1.7
316.806785,60.24375,
316.816939,60.24375,
316.823468,,-1.7
316.826775,60.24375,
316.836981,60.3,
316.843477,,-1.7
316.846796,60.3,
316.856933,60.46875,
316.863489,,-1.6
316.866795,60.525,
316.876934,60.525,
316.883454,,-1.6
316.886801,60.58125,
316.89696,60.58125,
316.903452,,-1.6
316.906815,60.58125,
316.916951,60.69375,
316.923444,,-1.6
316.926797,60.69375,
316.936977,60.80625,
316.943471,,-1.6
316.946808,60.80625,
316.956956,60.80625,
316.963444,,-1.6
316.966811,60.80625,
316.976958,60.80625,
316.983432,,-1.6
316.986801,60.91875,
316.996973,60.975,
317.003438,,-1.5
317.006806,60.975,
317.016944,61.03125,
317.023435,,-1.4
317.026797,61.03125,
317.036969,61.03125,
317.04349,,-1.5
317.046816,61.0875,
317.056971,61.0875,
317.063433,,-1.6
317.066801,61.14375,
317.076943,61.14375,
317.083429,,-1.7
317.086801,61.2,
317.096957,61.3125,
317.103426,,-1.5
317.106809,61.36875,
317.11697,61.36875,
317.12342,,-1.5
317.126802,61.36875,
317.136959,61.425,
317.143492,,-1.5
317.146629,61.48125,
317.156942,61.59375,
317.163401,,-1.5
317.1668,61.59375,
317.17696,61.59375,
317.183414,,-1.5
317.186807,61.70625,
317.196965,61.70625,
317.203409,,-1.5
317.206805,61.70625,
317.216965,61.7625,
317.223471,,-1.5
317.226791,61.875,
317.236973,61.93125,
317.243441,,-1.5
317.24681,61.9875,
317.256959,61.9875,
317.263402,,-1.5
317.266811,62.04375,
317.276947,62.04375,
317.283404,,-1.5
317.286806,62.1,
317.296966,62.1,
317.303395,,-1.5
317.306811,62.15625,
317.316961,62.2125,
317.323398,,-1.5
317.326821,62.325,
317.336974,62.38125,
317.343389,,-1.5
317.346811,62.38125,
317.356972,62.4375,
317.363387,,-1.5
317.366816,62.49375,
317.376953,62.55,
317.383389,,-1.5
317.386797,62.60625,
317.396967,62.6625,
317.403417,,-1.5
317.406793,62.6625,
317.416945,62.775,
317.423378,,-1.5
317.426794,62.83125,
317.436962,62.83125,
317.443369,,-1.4
317.446818,62.83125,
317.456964,62.8875,
317.463372,,-1.5
317.466818,63,
317.476962,63.05625,
317.483363,,-1.5
317.486809,63.16875,
317.496981,63.16875,
317.503346,,-1.6
317.506825,63.16875,
317.51696,63.16875,
317.523343,,-1.6
317.526813,63.28125,
317.536975,63.39375,
317.543354,,-1.5
317.546797,63.45,
317.556951,63.45,
317.563345,,-1.6
317.56683,63.45,
317.576958,63.50625,
317.583378,,-1.6
317.586798,63.50625,
317.59698,63.5625,
317.603345,,-1.6
317.606826,63.61875,
317.616955,63.675,
317.623336,,-1.7
317.62681,63.675,
317.636987,63.7875,
317.643334,,-1.7
317.646813,63.7875,
317.656959,63.84375,
317.663333,,-1.7
317.666802,63.9,
317.676954,63.9,
317.683314,,-1.7
317.686808,64.0125,
317.696965,64.0125,
317.703313,,-1.7
317.70682,64.0125,
317.716976,64.06875,
317.723309,,-1.7
317.726807,64.18125,
317.736982,64.2375,
317.743311,,-1.7
317.74681,64.29375,
317.756968,64.35,
317.763322,,-1.7
317.766814,64.35,
317.776976,64.35,
317.783294,,-1.7
317.786802,64.4625,
317.796961,64.51875,
317.803296,,-1.7
317.806811,64.63125,
317.816966,64.6875,
317.823293,,-1.7
317.826797,64.6875,
317.836982,64.6875,
317.843279,,-1.8
317.84683,64.6875,
317.85696,64.74375,
317.863278,,-1.7
317.86682,64.8,
317.876952,64.9125,
317.883268,,-1.7
317.886817,65.025,
317.896983,65.08125,
317.903268,,-1.7
317.906816,65.025,
317.916978,65.025,
317.923264,,-1.7
317.926811,65.08125,
317.93695,65.19375,
317.943293,,-1.6
317.94681,65.30625,
317.956977,65.30625,
317.96326,,-1.6
317.966825,65.30625,
317.976963,65.30625,
317.983258,,-1.6
317.98683,65.30625,
317.996986,65.475,
318.003244,,-1.6
318.006812,65.53125,
318.016962,65.53125,
318.023241,,-1.5
318.026814,65.53125,
318.036981,65.53125,
318.043241,,-1.5
318.046815,65.75625,
318.056958,65.75625,
318.063231,,-1.4
318.066805,65.75625,
318.076975,65.75625,
318.083234,,-1.3
318.086814,65.8125,
318.09699,65.925,
318.103198,,-1.3
318.106829,65.98125,
318.116974,65.98125,
318.123245,,-1.3
318.126826,66.0375,
318.136988,66.09375,
318.143186,,-1.3
318.146824,66.15,
318.156976,66.15,
318.163178,,-1.2
318.166824,66.2625,
318.176962,66.2625,
318.18318,,-0.9
318.186804,66.375,
318.196992,66.375,
318.203336,,-0.8
318.206826,66.375,
318.216974,66.375,
318.223169,,-0.8
318.226821,66.43125,
318.237,66.4875,
318.243171,,-0.9
318.246833,66.4875,
318.256974,66.54375,
318.263162,,-0.9
318.266842,66.6,
318.276978,66.6,
318.283156,,-0.9
318.286824,66.7125,
318.297027,66.7125,
318.303212,,-0.8
318.30683,66.76875,
318.316974,66.76875,
318.323155,,-0.7
318.326825,66.76875,
318.336993,66.825,
318.34315,,-0.7
318.346829,66.88125,
318.356978,66.99375,
318.363441,,-0.7
318.366833,67.05,
318.376988,67.05,
318.383295,,-1
318.386816,67.10625,
318.39699,67.1625,
318.403133,,-1.1
318.406828,67.1625,
318.416967,67.33125,
318.423132,,-1.2
318.42681,67.33125,
318.436982,67.33125,
318.443125,,-1.3
318.446832,67.3875,
318.456963,67.3875,
318.463443,,-1.4
318.466828,67.3875,
318.476985,67.44375,
318.483287,,-1.4
318.486829,67.5,
318.496991,67.6125,
318.503117,,-1.4
318.506834,67.66875,
318.516975,67.66875,
318.523115,,-1.5
318.526823,67.66875,
318.536991,67.66875,
318.543114,,-1.5
318.546831,67.78125,
318.556959,67.8375,
318.563438,,-1.7
318.566824,67.89375,
318.576962,67.89375,
318.583291,,-1.7
318.586847,67.89375,
318.596982,67.95,
318.603107,,-1.7
318.606821,68.00625,
318.616987,68.0625,
318.623113,,-1.7
318.626821,68.11875,
318.636985,68.11875,
318.643117,,-1.6
318.646822,68.11875,
318.656976,68.175,
318.663448,,-1.6
318.666823,68.34375,
318.676976,68.34375,
318.683295,,-1.6
318.686829,68.4,
318.696982,68.34375,
318.703113,,-1.6
318.706822,68.34375,
318.716976,68.45625,
318.723108,,-1.6
318.726835,68.5125,
318.737,68.625,
318.743109,,-1.6
318.746825,68.625,
318.756984,68.625,
318.763444,,-1.6
318.766844,68.625,
318.776977,68.68125,
318.783299,,-1.6
318.786825,68.79375,
318.796981,68.85,
318.803105,,-1.5
318.806825,68.90625,
318.816967,68.90625,
318.823114,,-1.6
318.826824,68.90625,
318.837,68.90625,
318.843104,,-1.6
318.846825,69.01875,
318.856978,69.13125,
318.863448,,-1.6
318.866842,69.13125,
318.876983,69.13125,
318.883294,,-1.6
318.886842,69.13125,
318.896998,69.13125,
318.903107,,-1.6
318.906825,69.24375,
318.916977,69.3,
318.923121,,-1.6
318.926828,69.3,
318.936994,69.3,
318.943103,,-1.6
318.946834,69.3,
318.956995,69.35625,
318.963452,,-1.6
318.966842,69.46875,
318.976991,69.46875,
318.983306,,-1.6
318.98683,69.525,
318.99699,69.58125,
319.003111,,-1.6
319.006843,69.58125,
319.01699,69.58125,
319.023119,,-1.6
319.026823,69.69375,
319.036998,69.80625,
319.043108,,-1.5
319.046841,69.80625,
319.056991,69.80625,
319.063456,,-1.6
319.06683,69.80625,
319.077004,69.8625,
319.083297,,-1.6
319.08684,69.91875,
319.097017,69.91875,
319.10311,,-1.7
319.106846,69.91875,
319.116972,69.91875,
319.123116,,-1.6
319.126831,69.91875,
319.137007,69.91875,
319.143219,,-1.6
319.146853,70.03125,
319.157001,70.0875,
319.163445,,-1.6
319.166841,70.14375,
319.176987,70.14375,
319.183301,,-1.6
319.186843,70.14375,
319.196985,70.14375,
319.203106,,-1.6
319.206846,70.14375,
319.217005,70.2,
319.223108,,-1.6
319.226842,70.2,
319.236999,70.25625,
319.243112,,-1.6
319.24685,70.25625,
319.256975,70.3125,
319.263461,,-1.5
319.266827,70.36875,
319.276979,70.36875,
319.283311,,-1.5
319.286835,70.425,
319.297009,70.425,
319.303112,,-1.5
319.306829,70.425,
319.317004,70.48125,
319.323121,,-1.6
319.326841,70.48125,
319.337008,70.5375,
319.343104,,-1.5
319.346845,70.59375,
319.356997,70.59375,
319.363105,,-1.5
319.366849,70.59375,
319.376996,70.59375,
319.383107,,-1.4
319.386855,70.65,
319.397014,70.70625,
319.403107,,-1.4
319.406824,70.7625,
319.416975,70.7625,
319.423121,,-1.4
319.426838,70.7625,
319.437,70.7625,
319.443106,,-1.3
319.446842,70.7625,
319.456982,70.81875,
319.463104,,-1.2
319.466837,70.81875,
319.476983,70.875,
319.483096,,-1.1
319.486845,70.875,
319.496851,70.875,
319.503116,,-1
319.506877,70.93125,
319.517015,70.9875,
319.523107,,-1
319.526889,70.9875,
319.536999,70.9875,
319.543105,,-1.1
319.546852,70.9875,
319.557009,71.04375,
319.563109,,-1.1
319.566851,71.04375,
319.576997,71.1,
319.583105,,-1.1
319.586847,71.26875,
319.597016,71.26875,
319.603114,,-1
319.606854,71.26875,
319.616983,71.26875,
319.623114,,-1
319.626845,71.26875,
319.637005,71.26875,
319.643113,,-1
319.64683,71.26875,
319.656977,71.325,
319.663109,,-1.1
319.666833,71.49375,
319.677006,71.49375,
319.683109,,-1.1
319.686837,71.49375,
319.696967,71.49375,
319.703118,,-1.1
319.706834,71.49375,
319.716992,71.55,
319.723112,,-1.1
319.726832,71.55,
319.736996,71.55,
319.743108,,-1.2
319.746825,71.60625,
319.756987,71.60625,
319.763103,,-1.2
319.766837,71.60625,
319.776983,71.71875,
319.783104,,-1.3
319.786841,71.71875,
319.797001,71.71875,
319.803097,,-1.3
319.806845,71.71875,
319.816998,71.775,
319.8231,,-1.3
319.826836,71.775,
319.837006,71.775,
319.843092,,-1.3
319.846845,71.8875,
319.856992,71.94375,
319.863089,,-1.2
319.866807,71.94375,
319.876985,71.94375,
319.883082,,-1.2
319.886828,71.94375,
319.897063,72.05625,
319.903084,,-1.3
319.906844,72.05625,
319.917005,72.16875,
319.923106,,-1.3
319.926847,72.16875,
319.937018,72.225,
319.943077,,-1.3
319.946841,72.225,
319.956996,72.28125,
319.963074,,-1.3
319.966887,72.3375,
319.976987,72.39375,
319.983069,,-1.3
319.986833,72.45,
319.997014,72.45,
320.003057,,-1.3
320.006851,72.45,
320.016999,72.50625,
320.023059,,-1.3
320.026858,72.5625,
320.037024,72.5625,
320.043052,,-1.3
320.046867,72.675,
320.057008,72.675,
320.063054,,-1.3
320.066854,72.675,
320.077012,72.675,
320.083042,,-1.3
320.086834,72.675,
320.096993,72.73125,
320.103072,,-1.3
320.106851,72.73125,
320.117018,72.73125,
320.123034,,-1.3
320.126861,72.7875,
320.137019,72.84375,
320.143036,,-1.3
320.146869,72.84375,
320.157013,72.84375,
320.163029,,-1.3
320.166853,72.84375,
320.177005,72.9,
320.183028,,-1.2
320.18685,72.95625,
320.196996,73.06875,
320.203021,,-1.3
320.206857,73.125,
320.217001,73.125,
320.223021,,-1.3
320.226841,73.06875,
320.23702,73.18125,
320.243015,,-1.3
320.246866,73.2375,
320.257014,73.2375,
320.263015,,-1.3
320.266853,73.2375,
320.277002,73.29375,
320.283041,,-1.3
320.286847,73.29375,
320.297014,73.29375,
320.303008,,-1.3
320.306854,73.35,
320.316994,73.4625,
320.322994,,-1.2
320.32687,73.4625,
320.337013,73.4625,
320.342998,,-1.2
320.346871,73.4625,
320.357025,73.4625,
320.36301,,-1.2
320.366866,73.4625,
320.376993,73.51875,
320.383106,,-1.2
320.386859,73.51875,
320.397024,73.575,
320.402977,,-1.2
320.406871,73.575,
320.416999,73.575,
320.422981,,-1.2
320.426844,73.63125,
320.436988,73.6875,
320.443078,,-1.2
320.44685,73.6875,
320.456998,73.8,
320.463238,,-1.1
320.466855,73.85625,
320.477012,73.85625,
320.483131,,-1.1
320.486861,73.85625,
320.496959,73.85625,
320.502966,,-1.1
320.506864,73.96875,
320.517012,73.96875,
320.522958,,-1.1
320.526858,74.08125,
320.537016,74.08125,
320.543102,,-1
320.546861,74.1375,
320.557,74.1375,
320.563002,,-1
320.566862,74.1375,
320.577005,74.19375,
320.583129,,-1.1
320.586868,74.25,
320.597028,74.25,
320.602944,,-1
320.606868,74.25,
320.617002,74.30625,
320.622948,,-0.9
320.626869,74.30625,
320.637028,74.30625,
320.643125,,-0.9
320.646869,74.41875,
320.65702,74.475,
320.66308,,-0.9
320.666843,74.475,
320.677008,74.41875,
320.683139,,-0.8
320.686864,74.41875,
320.697006,74.475,
320.70293,,-0.8
320.706855,74.475,
320.717012,74.475,
320.722915,,-0.9
320.726867,74.475,
320.737029,74.475,
320.743113,,-0.9
320.746866,74.53125,
320.757021,74.53125,
320.763114,,-0.8
320.766861,74.53125,
320.777002,74.53125,
320.783151,,-0.8
320.786852,74.53125,
320.797016,74.5875,
320.802899,,-0.8
320.806877,74.7,
320.817033,74.7,
320.822931,,-0.9
320.826859,74.75625,
320.83704,74.8125,
320.842896,,-0.9
320.846859,74.8125,
320.857008,74.925,
320.862899,,-0.9
320.866862,74.98125,
320.877027,75.09375,
320.883141,,-0.8
320.886852,75.09375,
320.897031,75.09375,
320.902891,,-0.9
320.906859,75.09375,
320.917032,75.09375,
320.922883,,-1.1
320.926863,75.09375,
320.937024,75.15,
320.942884,,-1.2
320.946859,75.20625,
320.957009,75.20625,
320.962633,,-1.3
320.966695,75.20625,
320.976914,75.20625,
320.983123,,-1.4
320.986753,75.2625,
320.996943,75.2625,
321.002895,,-1.4
321.006739,75.2625,
321.01696,75.2625,
321.022624,,-1.3
321.026731,75.2625,
321.037014,75.2625,
321.042619,,-1.3
321.04685,75.2625,
321.057021,75.2625,
321.062615,,-1.2
321.066863,75.31875,
321.077018,75.31875,
321.083099,,-1.3
321.08687,75.31875,
321.097047,75.43125,
321.102605,,-1.2
321.10686,75.4875,
321.117017,75.375,
321.122601,,-1.2
321.126865,75.375,
321.137033,75.43125,
321.143051,,-1.2
321.146854,75.43125,
321.156909,75.4875,
321.1626,,-1.2
321.166757,75.4875,
321.176914,75.4875,
321.183115,,-1.2
321.186742,75.4875,
321.196933,75.4875,
321.202589,,-1.1
321.206747,75.54375,
321.216932,75.6,
321.222587,,-1.1
321.226719,75.6,
321.236917,75.6,
321.242585,,-1.2
321.246739,75.6,
321.256938,75.6,
321.263055,,-1.2
321.266738,75.6,
321.276962,75.6,
321.283057,,-1.2
321.286732,75.65625,
321.296946,75.7125,
321.302569,,-1.3
321.306738,75.7125,
321.316943,75.7125,
321.322567,,-1.3
321.326735,75.76875,
321.336967,75.7125,
321.343032,,-1.2
321.346724,75.7125,
321.356903,75.76875,
321.362586,,-1.2
321.366754,75.76875,
321.376942,75.76875,
321.382552,,-1.2
321.386748,75.76875,
321.396955,75.76875,
321.402548,,-1.2
321.406757,75.825,
321.416918,75.825,
321.422542,,-1.2
321.426749,75.9375,
321.436913,75.99375,
321.442539,,-1.2
321.446744,75.9375,
321.456924,75.9375,
321.462536,,-1.2
321.466551,75.9375,
321.476915,75.9375,
321.482531,,-1.1
321.486747,75.9375,
321.496944,75.99375,
321.502528,,-1.1
321.506724,75.99375,
321.516972,75.99375,
321.522528,,-1.1
321.526752,75.99375,
321.536952,76.05,
321.542553,,-1
321.54677,76.05,
321.55691,76.05,
321.562521,,-1.1
321.566731,76.05,
321.576954,76.05,
321.582517,,-1.1
321.586727,76.05,
321.596952,76.10625,
321.60251,,-1
321.606773,76.10625,
321.616918,76.10625,
321.622508,,-1
321.626736,76.10625,
321.636967,76.10625,
321.642501,,-0.9
321.646762,76.21875,
321.656924,76.21875,
321.6625,,-0.8
321.666743,76.21875,
321.676924,76.21875,
321.682491,,-0.8
321.686732,76.21875,
321.696976,76.21875,
321.702492,,-0.8
321.70676,76.21875,
321.716954,76.275,
321.72252,,-0.7
321.726738,76.275,
321.736978,76.275,
321.742482,,-0.7
321.746765,76.275,
321.756946,76.275,
321.762478,,-0.7
321.766754,76.275,
321.776932,76.275,
321.782475,,-0.8
321.78674,76.275,
321.796944,76.33125,
321.802471,,-0.8
321.806758,76.33125,
321.816929,76.33125,
321.822472,,-0.7
321.826742,76.33125,
321.837035,76.33125,
321.842466,,-0.6
321.846887,76.3875,
321.857029,76.3875,
321.86246,,-0.6
321.866868,76.5,
321.877007,76.5,
321.882461,,-0.5
321.886866,76.44375,
321.897026,76.5,
321.902487,,-0.5
321.906881,76.5,
321.917033,76.5,
321.92245,,-0.6
321.926884,76.55625,
321.93705,76.6125,
321.942445,,-0.6
321.94687,76.6125,
321.956783,76.66875,
321.962438,,-0.5
321.966739,76.725,
321.976942,76.725,
321.982436,,-0.5
321.98672,76.725,
321.99692,76.725,
322.002432,,-0.4
322.006745,76.725,
322.016924,76.78125,
322.022429,,-0.5
322.026737,76.8375,
322.036954,76.8375,
322.042422,,-0.5
322.046747,76.89375,
322.056909,76.89375,
322.062419,,-0.5
322.066729,76.89375,
322.076936,76.95,
322.082443,,-0.4
322.086727,76.95,
322.096932,76.95,
322.102415,,-0.3
322.106733,77.0625,
322.116939,77.0625,
322.122409,,-0.3
322.126749,77.11875,
322.136945,77.11875,
322.142406,,-0.4
322.146746,77.11875,
322.156944,77.175,
322.162408,,-0.3
322.166724,77.23125,
322.176927,77.2875,
322.182402,,-0.1
322.186741,77.2875,
322.196945,77.2875,
322.202397,,0
322.206718,77.2875,
322.216931,77.34375,
322.222393,,0.1
322.226726,77.4,
322.236949,77.4,
322.242383,,0.1
322.246756,77.45625,
322.256943,77.45625,
322.262413,,0.1
322.26674,77.45625,
322.276936,77.5125,
322.282376,,0.1
322.286746,77.5125,
322.296933,77.625,
322.302382,,0.2
322.306737,77.625,
322.316942,77.625,
322.322377,,0
322.326742,77.625,
322.336954,77.625,
322.342375,,0
322.346744,77.68125,
322.356946,77.7375,
322.362372,,0
322.366754,77.7375,
322.376926,77.79375,
322.38237,,-0.1
322.386732,77.79375,
322.396951,77.85,
322.402363,,-0.1
322.406742,77.90625,
322.41692,77.90625,
322.422361,,-0.1
322.426736,77.9625,
322.436937,77.9625,
322.442387,,-0.2
322.44676,78.075,
322.45695,78.075,
322.462354,,-0.2
322.46659,78.13125,
322.476938,78.1875,
322.48234,,-0.2
322.486736,78.1875,
322.496958,78.24375,
322.502348,,-0.2
