Time[s],XJ3_ACAN_CMX_V0.96::BCS_2_A::BCS_VehSpd[km/h],XJ3_ACAN_CMX_V0.96::EPS_1::EPS_StrngWhlTorq[Nm]
296.607863,,0
296.616585,31.275,
296.626427,31.275,
296.627857,,0
296.636609,31.275,
296.646449,31.275,
296.647882,,0
296.656592,31.275,
296.666437,31.21875,
296.667866,,0
296.676587,31.1625,
296.686444,31.1625,
296.687865,,0
296.696619,31.1625,
296.706427,31.1625,
296.70786,,0
296.716597,31.1625,
296.726431,31.10625,
296.72785,,0
296.736601,31.10625,
296.746436,31.10625,
296.747867,,0
296.756598,31.10625,
296.766442,31.10625,
296.767867,,0
296.776583,31.05,
296.786447,31.05,
296.78788,,0
296.796592,31.05,
296.806439,31.05,
296.80787,,0
296.816597,31.05,
296.826452,31.05,
296.827879,,0
296.836619,31.05,
296.846463,31.05,
296.84789,,0
296.8566,31.05,
296.86644,31.05,
296.867875,,0
296.87657,30.99375,
296.886421,30.99375,
296.887847,,0
296.896472,30.99375,
296.90644,30.99375,
296.907873,,0
296.916594,30.99375,
296.926446,30.99375,
296.927876,,0
296.936596,30.99375,
296.94644,30.99375,
296.947873,,0
296.956597,30.99375,
296.966463,30.9375,
296.967893,,0
296.976601,30.9375,
296.98645,30.9375,
296.987874,,0
296.996624,30.9375,
297.006459,30.9375,
297.007883,,0
297.016594,30.9375,
297.02645,30.9375,
297.027874,,0
297.036604,30.9375,
297.046461,30.9375,
297.047885,,0
297.056597,30.9375,
297.066431,30.88125,
297.067859,,0
297.076595,30.88125,
297.086461,30.88125,
297.087886,,0
297.096626,30.88125,
297.106429,30.88125,
297.10786,,0
297.116593,30.88125,
297.126461,30.9375,
297.127895,,0
297.13662,30.9375,
297.146441,30.9375,
297.14787,,0
297.156588,30.9375,
297.166445,30.9375,
297.167868,,0
297.176587,30.88125,
297.18642,30.88125,
297.187848,,0
297.196618,30.88125,
297.206459,30.825,
297.207885,,0
297.2166,30.825,
297.22644,30.825,
297.227871,,0
297.236584,30.88125,
297.246455,30.9375,
297.247888,,0
297.256602,30.9375,
297.266365,30.9375,
297.267798,,0
297.276607,30.9375,
297.286449,30.88125,
297.287879,,0
297.296622,30.88125,
297.306443,30.88125,
297.307869,,0
297.316614,30.88125,
297.326447,30.88125,
297.327868,,0
297.33662,30.88125,
297.346455,30.88125,
297.347882,,0
297.356611,30.88125,
297.366457,30.88125,
297.367882,,0
297.376624,30.88125,
297.386467,30.88125,
297.387896,,0
297.396616,30.88125,
297.406461,30.88125,
297.407884,,0
297.416609,30.88125,
297.426432,30.88125,
297.427865,,0
297.436599,30.88125,
297.446474,30.88125,
297.447909,,0
297.45663,30.88125,
297.466441,30.88125,
297.46787,,0
297.476579,30.88125,
297.486449,30.88125,
297.487872,,0
297.496604,30.88125,
297.506449,30.88125,
297.507876,,0
297.516616,30.88125,
297.52648,30.88125,
297.527905,,0
297.536623,30.88125,
297.546462,30.88125,
297.547893,,0
297.556613,30.88125,
297.566445,30.88125,
297.567878,,0
297.576599,30.88125,
297.586447,30.88125,
297.58788,,0
297.596631,30.88125,
297.606477,30.88125,
297.607908,,0
297.616601,30.88125,
297.626464,30.88125,
297.62789,,0
297.636632,30.88125,
297.646464,30.825,
297.647885,,0
297.656606,30.825,
297.66647,30.825,
297.667895,,0
297.676626,30.825,
297.686434,30.825,
297.687857,,0
297.696455,30.825,
297.706458,30.825,
297.707887,,0
297.716614,30.825,
297.726456,30.825,
297.727879,,0
297.736613,30.825,
297.746458,30.825,
297.747891,,0
297.756598,30.825,
297.766478,30.825,
297.767912,,0
297.7766,30.825,
297.786453,30.825,
297.787878,,0
297.796627,30.825,
297.806479,30.825,
297.807902,,0
297.816613,30.825,
297.826436,30.825,
297.827863,,0
297.836634,30.825,
297.846472,30.825,
297.847901,,0
297.856616,30.825,
297.866445,30.825,
297.867876,,0
297.876627,30.825,
297.886463,30.825,
297.887896,,0
297.896602,30.825,
297.906478,30.825,
297.907913,,0
297.916624,30.825,
297.926493,30.825,
297.927928,,0
297.93663,30.825,
297.946483,30.825,
297.947908,,0
297.95661,30.825,
297.966466,30.825,
297.967887,,0
297.976615,30.825,
297.986453,30.825,
297.987877,,0
297.996633,30.825,
298.006452,30.825,
298.007875,,0
298.016615,30.825,
298.026452,30.825,
298.027881,,0
298.036617,30.825,
298.046484,30.825,
298.047907,,0
298.056624,30.825,
298.066456,30.825,
298.067889,,0
298.076613,30.825,
298.086471,30.825,
298.087906,,0
298.096625,30.825,
298.106457,30.825,
298.107886,,0
298.116625,30.825,
298.126448,30.825,
298.127871,,0
298.13661,30.825,
298.146478,30.825,
298.147904,,0
298.156624,30.825,
298.16647,30.825,
298.167897,,0
298.176624,30.825,
298.186488,30.825,
298.187921,,0
298.196519,30.825,
298.20646,30.825,
298.207895,,0
298.216594,30.825,
298.226451,30.825,
298.227884,,0
298.236624,30.825,
298.246464,30.825,
298.247897,,0
298.256607,30.825,
298.266439,30.825,
298.267864,,0
298.2766,30.825,
298.286474,30.825,
298.287897,,0
298.296629,30.825,
298.30647,30.825,
298.307895,,0
298.316624,30.825,
298.32647,30.825,
298.327891,,0
298.336639,30.825,
298.346469,30.825,
298.3479,,0
298.356614,30.825,
298.36648,30.825,
298.367905,,0
298.376618,30.825,
298.386472,30.76875,
298.387903,,0
298.396643,30.76875,
298.406468,30.76875,
298.407901,,0
298.416618,30.76875,
298.426472,30.76875,
298.427899,,0
298.436648,30.76875,
298.446479,30.76875,
298.447904,,0
298.456606,30.76875,
298.466471,30.76875,
298.467898,,0
298.476613,30.76875,
298.486465,30.76875,
298.487889,,0
298.496618,30.76875,
298.506463,30.76875,
298.507895,,0
298.516615,30.76875,
298.526455,30.76875,
298.52789,,0
298.536638,30.76875,
298.546481,30.76875,
298.547914,,0
298.556614,30.76875,
298.566462,30.76875,
298.567894,,0
298.57664,30.76875,
298.586471,30.76875,
298.587896,,0
298.596624,30.76875,
298.606487,30.76875,
298.607908,,0
298.616628,30.76875,
298.626477,30.76875,
298.627901,,0
298.63661,30.76875,
298.646495,30.76875,
298.647917,,0
298.656625,30.7125,
298.666457,30.7125,
298.667887,,0
298.676607,30.7125,
298.686471,30.7125,
298.687895,,0
298.696539,30.7125,
298.706474,30.7125,
298.707905,,0
298.716649,30.7125,
298.726461,30.7125,
298.727894,,0
298.736644,30.7125,
298.746486,30.7125,
298.747919,,0
298.756632,30.7125,
298.766464,30.7125,
298.767889,,0
298.776604,30.7125,
298.786468,30.7125,
298.787895,,0
298.796603,30.7125,
298.806484,30.7125,
298.807909,,0
298.816642,30.7125,
298.826464,30.7125,
298.827897,,0
298.836619,30.7125,
298.84648,30.7125,
298.847915,,0
298.856635,30.7125,
298.866474,30.7125,
298.867907,,0
298.87664,30.7125,
298.886476,30.7125,
298.887908,,0
298.896641,30.7125,
298.906492,30.7125,
298.907923,,0
298.916637,30.7125,
298.926485,30.65625,
298.927908,,0
298.936644,30.65625,
298.946477,30.65625,
298.947902,,0
298.956634,30.65625,
298.966482,30.65625,
298.967903,,0
298.976629,30.65625,
298.986485,30.65625,
298.987915,,0
298.996636,30.65625,
299.006472,30.65625,
299.007898,,0
299.016621,30.65625,
299.026478,30.65625,
299.027908,,0
299.036639,30.65625,
299.046472,30.65625,
299.047905,,0
299.056619,30.65625,
299.066477,30.65625,
299.06791,,0
299.076633,30.65625,
299.086471,30.65625,
299.087895,,0
299.096651,30.65625,
299.106485,30.65625,
299.107912,,0
299.116641,30.65625,
299.126488,30.65625,
299.127915,,0
299.136654,30.65625,
299.146496,30.65625,
299.147931,,0
299.156637,30.65625,
299.166503,30.65625,
299.167938,,0
299.176621,30.65625,
299.186475,30.65625,
299.187908,,0
299.196652,30.6,
299.206509,30.6,
299.207942,,0
299.216634,30.6,
299.226485,30.6,
299.227914,,0
299.236661,30.6,
299.246534,30.6,
299.247963,,0
299.256638,30.6,
299.266492,30.6,
299.267927,,0
299.27665,30.6,
299.286488,30.6,
299.287911,,0
299.296563,30.6,
299.306487,30.6,
299.30792,,0
299.316629,30.6,
299.326485,30.6,
299.327914,,0
299.336643,30.6,
299.346488,30.6,
299.347923,,0
299.356637,30.6,
299.366477,30.6,
299.367912,,0
299.376637,30.6,
299.386478,30.6,
299.387909,,0
299.39665,30.6,
299.406498,30.6,
299.407927,,0
299.41665,30.6,
299.426476,30.6,
299.427907,,0
299.436652,30.6,
299.44649,30.6,
299.447917,,0
299.456652,30.6,
299.466475,30.6,
299.467909,,0
299.476639,30.6,
299.486507,30.6,
299.487942,,0
299.496495,30.6,
299.506511,30.6,
299.507948,,0
299.516671,30.6,
299.526484,30.6,
299.527919,,0
299.536648,30.6,
299.546494,30.7125,
299.547925,,0
299.55664,30.7125,
299.566496,30.7125,
299.567919,,0
299.576633,30.7125,
299.586487,30.76875,
299.587911,,0
299.596635,30.76875,
299.606479,30.76875,
299.607898,,0
299.616635,30.76875,
299.626498,30.76875,
299.627928,,0
299.636652,30.76875,
299.646484,30.825,
299.647907,,0
299.656624,30.88125,
299.66649,30.9375,
299.667921,,0
299.676642,30.9375,
299.686478,30.9375,
299.687909,,0.1
299.696637,30.99375,
299.706479,30.99375,
299.707902,,0.6
299.716649,31.05,
299.726492,31.05,
299.727915,,0.8
299.736656,31.05,
299.74649,31.10625,
299.747915,,1
299.756636,31.10625,
299.766482,31.10625,
299.767907,,1
299.776631,31.10625,
299.786471,31.1625,
299.787898,,1
299.796646,31.1625,
299.806482,31.21875,
299.807911,,1
299.816626,31.33125,
299.826484,31.33125,
299.827911,,1.1
299.836641,31.33125,
299.846478,31.33125,
299.847903,,1.1
299.856641,31.3875,
299.866484,31.3875,
299.867905,,1.2
299.876624,31.44375,
299.886743,31.44375,
299.887926,,1.2
299.896652,31.5,
299.906734,31.5,
299.907921,,1.3
299.916649,31.5,
299.926734,31.6125,
299.927915,,1.4
299.936673,31.6125,
299.946786,31.6125,
299.947975,,1.5
299.956654,31.725,
299.966752,31.725,
299.967933,,1.4
299.976657,31.725,
299.986731,31.78125,
299.987918,,1.3
299.996676,31.78125,
300.006749,31.78125,
300.00794,,1.4
300.016637,31.8375,
300.026732,31.8375,
300.027913,,1.6
300.036681,31.89375,
300.046727,31.95,
300.047912,,1.7
300.056641,32.00625,
300.066741,32.00625,
300.06793,,1.7
300.076642,32.0625,
300.086729,32.11875,
300.08791,,1.6
300.096656,32.11875,
300.106752,32.11875,
300.107943,,1.5
300.116662,32.175,
300.126729,32.23125,
300.127915,,1.5
300.136679,32.2875,
300.146751,32.2875,
300.147952,,1.7
300.156661,32.34375,
300.166741,32.34375,
300.167937,,1.7
300.176665,32.34375,
300.186751,32.4,
300.187931,,1.6
300.196653,32.45625,
300.20676,32.45625,
300.207945,,1.5
300.216653,32.5125,
300.22675,32.5125,
300.227939,,1.5
300.236664,32.625,
300.246751,32.68125,
300.247935,,1.5
300.256658,32.68125,
300.266742,32.68125,
300.267932,,1.6
300.276661,32.7375,
300.286735,32.7375,
300.287919,,1.6
300.29669,32.85,
300.306738,32.85,
300.307928,,1.8
300.316669,32.90625,
300.326737,32.9625,
300.327934,,1.9
300.336665,33.01875,
300.346744,33.075,
300.347926,,1.9
300.356649,33.075,
300.366739,33.13125,
300.367918,,1.8
300.376642,33.1875,
300.38674,33.24375,
300.387926,,1.8
300.396667,33.24375,
300.406738,33.3,
300.407927,,1.8
300.416658,33.35625,
300.426737,33.35625,
300.427919,,1.9
300.436671,33.4125,
300.446751,33.46875,
300.447938,,1.9
300.456661,33.46875,
300.466737,33.58125,
300.467928,,1.9
300.47667,33.58125,
300.48676,33.6375,
300.487946,,1.8
300.496621,33.75,
300.506757,33.75,
300.507941,,1.6
300.516679,33.75,
300.526759,33.80625,
300.52794,,1.2
300.536663,33.80625,
300.54674,33.8625,
300.547924,,0.6
300.556657,33.91875,
300.566744,33.975,
300.567926,,0.5
300.576652,34.03125,
300.586737,34.0875,
300.587926,,0.3
300.59668,34.0875,
300.606748,34.14375,
300.607935,,0.3
300.616655,34.2,
300.626742,34.3125,
300.627933,,0.2
300.636671,34.3125,
300.646757,34.3125,
300.647944,,0.1
300.656657,34.36875,
300.666749,34.36875,
300.667924,,0
300.676652,34.425,
300.686744,34.48125,
300.687924,,0
300.696685,34.5375,
300.706749,34.59375,
300.707931,,-0.2
300.716668,34.65,
300.726737,34.70625,
300.727924,,-0.4
300.736698,34.7625,
300.746752,34.7625,
300.747935,,-0.6
300.756656,34.7625,
300.766752,34.81875,
300.767943,,-0.8
300.776667,34.81875,
300.786739,34.93125,
300.787933,,-0.9
300.796664,34.93125,
300.806758,34.9875,
300.807949,,-0.9
300.816669,35.04375,
300.826752,35.1,
300.827931,,-1
300.836684,35.1,
300.846751,35.15625,
300.84793,,-1.1
300.856653,35.2125,
300.866739,35.26875,
300.867922,,-1.1
300.876665,35.325,
300.886747,35.325,
300.887935,,-1.1
300.896674,35.38125,
300.906764,35.38125,
300.907948,,-1.2
300.916666,35.49375,
300.926744,35.55,
300.927929,,-1.2
300.936676,35.55,
300.946752,35.60625,
300.947939,,-0.9
300.956657,35.6625,
300.966652,35.71875,
300.967839,,-0.9
300.976577,35.775,
300.98663,35.775,
300.987813,,-0.6
300.996583,35.83125,
301.006618,35.83125,
301.007801,,-0.5
301.016605,35.8875,
301.026616,36,
301.027805,,-0.5
301.036672,36,
301.046754,36.1125,
301.047948,,-0.5
301.056651,36.16875,
301.066738,36.16875,
301.067933,,-0.5
301.076655,36.16875,
301.086749,36.225,
301.087944,,-0.7
301.096669,36.28125,
301.106747,36.39375,
301.107936,,-0.7
301.116672,36.39375,
301.126745,36.39375,
301.127936,,-0.6
301.136637,36.50625,
301.146748,36.5625,
301.147935,,-0.4
301.156579,36.5625,
301.166628,36.5625,
301.167813,,-0.2
301.176575,36.675,
301.186634,36.73125,
301.187827,,-0.1
301.196583,36.73125,
301.206626,36.7875,
301.207815,,-0.1
301.21661,36.7875,
301.226641,36.84375,
301.227834,,0
301.236593,36.84375,
301.246657,36.9,
301.247844,,0.1
301.256597,36.95625,
301.266613,36.95625,
301.267806,,0.3
301.276604,37.0125,
301.286642,37.06875,
301.28783,,0.3
301.296599,37.06875,
301.306642,37.125,
301.307823,,0.3
301.31659,37.18125,
301.326627,37.18125,
301.327808,,0.3
301.336619,37.2375,
301.346634,37.29375,
301.347817,,0.3
301.356589,37.29375,
301.366651,37.35,
301.367836,,0.3
301.376585,37.40625,
301.386633,37.40625,
301.387818,,0.2
301.396632,37.4625,
301.406632,37.575,
301.407817,,0.2
301.416582,37.575,
301.426647,37.63125,
301.427832,,0.4
301.43662,37.63125,
301.446636,37.6875,
301.447829,,0.2
301.456614,37.74375,
301.466626,37.85625,
301.467807,,0.4
301.476577,37.85625,
301.486649,37.85625,
301.48784,,0.4
301.496583,37.96875,
301.50654,38.08125,
301.507967,,0.3
301.516615,38.08125,
301.526627,38.1375,
301.527814,,0.4
301.536603,38.19375,
301.546646,38.25,
301.547835,,0.5
301.556576,38.30625,
301.566614,38.30625,
301.567803,,0.5
301.576607,38.41875,
301.586615,38.475,
301.587812,,0.7
301.596596,38.53125,
301.606434,38.53125,
301.607861,,0.6
301.616584,38.5875,
301.626621,38.7,
301.6278,,0.6
301.636628,38.75625,
301.646653,38.75625,
301.647846,,0.6
301.656588,38.8125,
301.66642,38.8125,
301.667848,,0.6
301.676593,38.86875,
301.686627,38.925,
301.687814,,0.5
301.696615,38.98125,
301.706631,38.98125,
301.70782,,0.5
301.716622,39.09375,
301.726643,39.09375,
301.72783,,0.5
301.736609,39.15,
301.746656,39.20625,
301.747859,,0.4
301.756602,39.20625,
301.766643,39.31875,
301.767841,,0.3
301.776585,39.31875,
301.786404,39.31875,
301.78783,,0.2
301.796601,39.375,
301.806398,39.43125,
301.807821,,0.2
301.816589,39.54375,
301.826622,39.54375,
301.827812,,0.1
301.836678,39.6,
301.846392,39.6,
301.847818,,0.1
301.856679,39.65625,
301.866386,39.7125,
301.867817,,0
301.876682,39.76875,
301.88638,39.76875,
301.887806,,0
301.896677,39.825,
301.906379,39.88125,
301.907811,,0.1
301.916689,39.9375,
301.926401,40.05,
301.927835,,0.1
301.93669,40.05,
301.946368,40.05,
301.947792,,0.1
301.95658,40.1625,
301.966494,40.21875,
301.96792,,0.1
301.976572,40.21875,
301.986363,40.275,
301.98779,,0.2
301.996596,40.33125,
302.006357,40.33125,
302.007781,,0.2
302.016574,40.44375,
302.026356,40.44375,
302.027785,,0.1
302.036582,40.55625,
302.046356,40.55625,
302.047784,,0.1
302.056585,40.6125,
302.066353,40.6125,
302.067786,,0.1
302.076588,40.66875,
302.086341,40.725,
302.087773,,0.1
302.096587,40.78125,
302.106372,40.8375,
302.107795,,0.1
302.116594,40.8375,
302.126308,40.89375,
302.12773,,0.1
302.136598,40.95,
302.146309,40.95,
302.147738,,0
302.156575,41.0625,
302.166299,41.11875,
302.167722,,0
302.176578,41.11875,
302.186297,41.11875,
302.187726,,0.1
302.196594,41.175,
302.206287,41.23125,
302.207716,,0.1
302.216573,41.34375,
302.226289,41.34375,
302.227724,,0.1
302.236606,41.4,
302.246305,41.45625,
302.247744,,0.1
302.25658,41.56875,
302.266282,41.56875,
302.267709,,0.2
302.276596,41.56875,
302.28633,41.68125,
302.287759,,0.2
302.296594,41.68125,
302.306273,41.7375,
302.3077,,0.2
302.316589,41.79375,
302.326267,41.90625,
302.327696,,0.3
302.336595,41.9625,
302.346313,41.9625,
302.347748,,0.2
302.356585,41.9625,
302.366264,42.075,
302.367691,,0.2
302.376579,42.13125,
302.386257,42.24375,
302.387688,,0.2
302.396602,42.24375,
302.406254,42.24375,
302.407687,,0.2
302.416588,42.3,
302.42625,42.35625,
302.427435,,0.2
302.436593,42.4125,
302.44637,42.46875,
302.447796,,0.2
302.456583,42.46875,
302.466297,42.525,
302.467722,,0.2
302.476584,42.58125,
302.486233,42.58125,
302.487412,,0.2
302.496587,42.58125,
302.506439,42.69375,
302.507868,,0.3
302.51662,42.75,
302.526233,42.8625,
302.527418,,0.3
302.536603,42.8625,
302.54633,42.8625,
302.547765,,0.4
302.556596,42.975,
302.566224,42.975,
302.567414,,0.4
302.57658,43.0875,
302.586219,43.0875,
302.587404,,0.4
302.596594,43.14375,
302.606215,43.2,
302.607402,,0.4
302.616578,43.25625,
302.626213,43.3125,
302.627408,,0.4
302.6366,43.3125,
302.646335,43.36875,
302.647763,,0.4
302.656696,43.425,
302.666201,,0.4
302.666442,43.425,
302.676675,43.5375,
302.686197,,0.4
302.686437,43.5375,
302.696706,43.59375,
302.706195,,0.3
302.706435,43.65,
302.716705,43.7625,
302.726185,,0.4
302.726423,43.7625,
302.736708,43.7625,
302.746404,43.875,
302.747829,,0.3
302.756679,43.875,
302.766173,,0.4
302.766413,43.9875,
302.776695,43.9875,
302.786171,,0.5
302.786411,44.04375,
302.7967,44.1,
302.806168,,0.4
302.806404,44.15625,
302.816678,44.15625,
302.826194,,0.4
302.826434,44.2125,
302.836715,44.325,
302.846374,44.325,
302.847799,,0.4
302.856695,44.325,
302.866155,,0.4
302.866393,44.38125,
302.876698,44.4375,
302.886152,,0.3
302.886392,44.55,
302.896699,44.60625,
302.906151,,0.4
302.906393,44.6625,
302.916604,44.6625,
302.926144,,0.3
302.926386,44.71875,
302.936612,44.775,
302.946361,44.83125,
302.947792,,0.3
302.956596,44.94375,
302.966141,,0.3
302.966381,44.94375,
302.976603,45.05625,
302.986137,,0.3
302.986373,45.05625,
302.996598,45.05625,
303.006164,,0.3
303.006402,45.1125,
303.016594,45.225,
303.026127,,0.4
303.026367,45.28125,
303.036615,45.3375,
303.046376,45.3375,
303.047814,,0.4
303.056589,45.3375,
303.066118,,0.3
303.066358,45.39375,
303.076607,45.50625,
303.086112,,0.3
303.086352,45.61875,
303.096616,45.61875,
303.10611,,0.3
303.106349,45.61875,
303.116608,45.61875,
303.126104,,0.3
303.12634,45.73125,
303.136624,45.73125,
303.146359,45.73125,
303.14779,,0.3
303.156599,45.7875,
303.166095,,0.3
303.166568,45.84375,
303.176692,45.84375,
303.186126,,0.3
303.186366,45.9,
303.19671,45.95625,
303.206091,,0.3
303.206567,46.0125,
303.216709,46.0125,
303.226087,,0.2
303.226565,46.0125,
303.236714,46.06875,
303.246576,46.125,
303.247763,,0.3
303.256698,46.18125,
303.266084,,0.3
303.26656,46.2375,
303.276692,46.29375,
303.286079,,0.3
303.286317,46.29375,
303.296609,46.35,
303.306074,,0.3
303.306314,46.4625,
303.316665,46.4625,
303.326077,,0.2
303.326317,46.4625,
303.336612,46.51875,
303.346321,46.575,
303.347747,,0.2
303.356612,46.6875,
303.36609,,0.2
303.36633,46.74375,
303.376713,46.8,
303.386059,,0.2
303.386561,46.8,
303.396728,46.8,
303.406055,,0.2
303.406577,46.8,
303.416727,46.9125,
303.426059,,0.1
303.426561,46.96875,
303.436707,47.08125,
303.446298,,0.1
303.446536,47.08125,
303.456715,47.08125,
303.466052,,0
303.466528,47.1375,
303.476717,47.25,
303.486045,,-0.1
303.486571,47.25,
303.496678,47.30625,
303.506039,,-0.1
303.506525,47.30625,
303.516712,47.30625,
303.526041,,-0.2
303.526557,47.3625,
303.536742,47.3625,
303.546559,47.3625,
303.547747,,-0.3
303.556712,47.3625,
303.566031,,-0.2
303.566571,47.3625,
303.576706,47.3625,
303.586029,,-0.2
303.586565,47.41875,
303.596699,47.41875,
303.60603,,-0.2
303.606558,47.475,
303.616729,47.53125,
303.626021,,-0.2
303.626563,47.5875,
303.636742,47.5875,
303.646268,,-0.2
303.646512,47.5875,
303.65672,47.5875,
303.666018,,-0.3
303.666556,47.5875,
303.676723,47.5875,
303.686011,,-0.3
303.686561,47.53125,
303.696716,47.53125,
303.706009,,-0.3
303.706501,47.475,
303.716729,47.475,
303.726031,,-0.3
303.726557,47.475,
303.736724,47.475,
303.746247,,-0.3
303.746487,47.475,
303.756714,47.41875,
303.765994,,-0.3
303.766554,47.41875,
303.776709,47.41875,
303.78599,,-0.3
303.786551,47.41875,
303.796746,47.475,
303.805987,,-0.3
303.806568,47.475,
303.816724,47.475,
303.825978,,-0.4
303.82656,47.53125,
303.836712,47.53125,
303.845974,,-0.4
303.846465,47.53125,
303.856709,47.53125,
303.865974,,-0.4
303.866542,47.53125,
303.876718,47.53125,
303.885968,,-0.4
303.886576,47.53125,
303.89672,47.53125,
303.906001,,-0.3
303.906489,47.53125,
303.916729,47.53125,
303.925965,,-0.3
303.926547,47.53125,
303.936723,47.53125,
303.945966,,-0.3
303.946452,47.53125,
303.956716,47.53125,
303.965956,,-0.4
303.966462,47.53125,
303.976716,47.53125,
303.985952,,-0.4
303.986562,47.475,
303.996723,47.3625,
304.005945,,-0.4
304.006567,47.30625,
304.016709,47.30625,
304.025937,,-0.3
304.026537,47.30625,
304.036721,47.30625,
304.045928,,-0.3
304.046414,47.41875,
304.056704,47.53125,
304.065927,,-0.3
304.066553,47.53125,
304.076708,47.53125,
304.08596,,-0.3
304.086564,47.475,
304.096743,47.3625,
304.105923,,-0.3
304.106413,47.30625,
304.116712,47.30625,
304.125912,,-0.3
304.12656,47.30625,
304.136726,47.30625,
304.145908,,-0.2
304.146393,47.30625,
304.15673,47.30625,
304.165909,,-0.3
304.166589,47.30625,
304.176708,47.30625,
304.185901,,-0.2
304.186556,47.30625,
304.196726,47.30625,
304.205895,,-0.2
304.206561,47.30625,
304.216713,47.30625,
304.225894,,-0.1
304.226558,47.30625,
304.236732,47.30625,
304.245893,,-0.2
304.246616,47.3625,
304.256709,47.3625,
304.265915,,-0.1
304.266571,47.3625,
304.276707,47.30625,
304.285889,,-0.1
304.286569,47.30625,
304.296724,47.25,
304.305881,,-0.1
304.306607,47.25,
304.316731,47.25,
304.325871,,-0.1
304.326581,47.25,
304.336735,47.25,
304.345872,,-0.1
304.346596,47.30625,
304.356721,47.3625,
304.365864,,-0.1
304.366557,47.3625,
304.376717,47.3625,
304.385862,,-0.1
304.386555,47.3625,
304.396714,47.3625,
304.405858,,0
304.40658,47.3625,
304.41672,47.3625,
304.425854,,0
304.426559,47.41875,
304.436727,47.41875,
304.445877,,0
304.4466,47.41875,
304.456717,47.41875,
304.465846,,0
304.466511,47.475,
304.476736,47.53125,
304.485844,,0
304.48658,47.53125,
304.496714,47.5875,
304.505839,,0
304.506566,47.64375,
304.516749,47.64375,
304.525833,,0
304.526574,47.7,
304.53673,47.7,
304.545832,,0
304.546578,47.7,
304.556738,47.75625,
304.565835,,0
304.566563,47.75625,
304.576729,47.8125,
304.585827,,0
304.586583,47.8125,
304.596743,47.8125,
304.605823,,0
304.606572,47.8125,
304.616728,47.86875,
304.625849,,0
304.626575,47.86875,
304.63675,47.925,
304.645809,,0.1
304.646581,47.98125,
304.656725,47.98125,
304.665808,,0.1
304.666575,48.0375,
304.67672,48.09375,
304.685801,,0.2
304.686581,48.09375,
304.696733,48.15,
304.705799,,0.2
304.706568,48.15,
304.716733,48.15,
304.725797,,0.2
304.726581,48.15,
304.736751,48.20625,
304.745791,,0.3
304.74657,48.31875,
304.756727,48.31875,
304.765788,,0.3
304.766568,48.31875,
304.776736,48.375,
304.785781,,0.3
304.786567,48.375,
304.79673,48.375,
304.805807,,0.3
304.806585,48.375,
304.816744,48.43125,
304.825778,,0.4
304.826582,48.4875,
304.836745,48.4875,
304.84577,,0.5
304.84659,48.6,
304.856566,48.6,
304.865771,,0.5
304.866595,48.7125,
304.876723,48.7125,
304.885767,,0.6
304.886585,48.7125,
304.896769,48.76875,
304.905764,,0.8
304.906573,48.76875,
304.91673,48.825,
304.925764,,0.9
304.926568,48.88125,
304.936753,48.88125,
304.945889,,1
304.946567,48.9375,
304.956736,48.9375,
304.965834,,1.3
304.966594,48.9375,
304.97673,48.99375,
304.985776,,1.2
304.98657,48.99375,
304.996749,49.05,
305.00574,,1.2
305.006588,49.05,
305.016716,49.10625,
305.025735,,1.2
305.026579,49.10625,
305.036766,49.1625,
305.045932,,1.3
305.046592,49.1625,
305.056723,49.21875,
305.065728,,1.5
305.06659,49.21875,
305.076743,49.21875,
305.085727,,1.6
305.086591,49.275,
305.096744,49.275,
305.105719,,1.6
305.106592,49.33125,
305.116753,49.33125,
305.125711,,1.5
305.126589,49.33125,
305.13673,49.33125,
305.145924,,1.4
305.146602,49.33125,
305.156721,49.33125,
305.165739,,1.3
305.166593,49.3875,
305.176744,49.5,
305.185708,,1.1
305.18659,49.55625,
305.196731,49.55625,
305.205702,,1
305.206592,49.55625,
305.216728,49.5,
305.2257,,0.9
305.226581,49.5,
305.236729,49.6125,
305.245699,,0.9
305.246605,49.6125,
305.256716,49.6125,
305.265694,,0.8
305.266584,49.6125,
305.276744,49.6125,
305.285683,,0.7
305.286599,49.66875,
305.296645,49.725,
305.305685,,0.6
305.306594,49.725,
305.316762,49.725,
305.325677,,0.7
305.326603,49.725,
305.336749,49.89375,
305.345707,,0.7
305.346534,49.95,
305.356729,49.95,
305.365673,,0.6
305.36659,49.95,
305.376744,49.95,
305.38567,,0.4
305.386596,49.95,
305.396745,49.95,
305.405666,,0.4
305.406576,50.00625,
305.41674,50.0625,
305.425659,,0.5
305.42659,50.11875,
305.436748,50.11875,
305.445656,,0.6
305.446603,50.11875,
305.456752,50.175,
305.46565,,0.7
305.466596,50.175,
305.476751,50.175,
305.485645,,0.7
305.486594,50.23125,
305.496757,50.23125,
305.505643,,0.5
305.506603,50.2875,
305.516762,50.2875,
305.525673,,0.4
305.526603,50.2875,
305.536777,50.2875,
305.545888,,0.4
305.546616,50.2875,
305.556764,50.2875,
305.565642,,0.3
305.566626,50.2875,
305.576734,50.34375,
305.58563,,0.4
305.586581,50.34375,
305.596784,50.4,
305.605628,,0.4
305.606621,50.4,
305.616747,50.45625,
305.625626,,0.4
305.626598,50.5125,
305.636783,50.5125,
305.645617,,0.4
305.646607,50.5125,
